Airline,Airline ID,Source airport ID,Source airport ,Destination airport ID,Destination airport ,Codeshare,Stops,Equipment,Price,Source,Destination,Date_of_Journey
Jet Airways,KL,3090,CDG,1382,CMN,1074,0,320 319,10188,Delhi,Cochin,3/06/2019
Jet Airways,KL,3090,CDG,1382,DLA,897,0,777,10844,Mumbai,Hyderabad,27/05/2019
Jet Airways,KL,3090,CDG,1382,EZE,3988,0,777,7166,Kolkata,Banglore,6/05/2019
Jet Airways,KL,3090,CDG,1382,NIM,280,0,330,13817,Delhi,Cochin,21/03/2019
Air India,KL,3090,CDG,1382,PUJ,1760,0,747,12373,Mumbai,Hyderabad,9/05/2019
Jet Airways,KL,3090,CDG,1382,ROB,1063,0,330,25735,Kolkata,Banglore,12/06/2019
IndiGo,KL,3090,CEI,3932,BKK,3885,0,320,14815,Mumbai,Hyderabad,24/03/2019
Air India,KL,3090,CFE,1330,AMS,580,0,ERJ,10262,Kolkata,Banglore,12/06/2019
Jet Airways,KL,3090,CGK,3275,KUL,3304,0,777,10262,Delhi,Cochin,9/05/2019
Jet Airways,KL,3090,CGK,3275,SYD,3361,0,330,7468,Kolkata,Banglore,21/05/2019
Jet Airways,KL,3090,CGN,344,AMS,580,0,F70,8040,Banglore,Delhi,3/05/2019
Air India,KL,3090,CGO,3375,CTU,3395,0,320,12819,Kolkata,Banglore,6/04/2019
Jet Airways,KL,3090,CGO,3375,HRB,3400,0,320,7295,Delhi,Cochin,18/05/2019
Air Asia,KL,3090,CHA,3578,ATL,3682,0,CRJ,7229,Delhi,Cochin,27/05/2019
IndiGo,KL,3090,CHO,4015,ATL,3682,0,CRJ,6853,Banglore,Delhi,3/04/2019
Jet Airways,KL,3090,CHS,3806,ATL,3682,0,73W M88 319,9663,Delhi,Cochin,27/04/2019
IndiGo,KL,3090,CID,4043,ATL,3682,0,CRJ CR9,7064,Kolkata,Banglore,12/05/2019
IndiGo,KL,3090,CLE,3486,ATL,3682,0,M88 717 CR9,8372,Banglore,Delhi,24/06/2019
Air Asia,KL,3090,CLT,3876,ATL,3682,0,M90 M88,1965,Kolkata,Banglore,12/06/2019
Air India,KL,3090,CMH,3759,ATL,3682,0,M88 73W 738 319,16932,Kolkata,Banglore,24/03/2019
Air India,KL,3090,CMN,1074,CDG,1382,0,320 319,3841,Delhi,Cochin,15/05/2019
SpiceJet,KL,3090,CNF,2537,GRU,2564,0,738,15812,Delhi,Cochin,27/06/2019
Jet Airways,KL,3090,CNX,3931,BKK,3885,0,320,10924,Kolkata,Banglore,15/06/2019
SpiceJet,KL,3090,COS,3819,ATL,3682,0,738,6934,Kolkata,Banglore,21/06/2019
Multiple carriers,KL,3090,CPH,609,AMS,580,0,737 EMJ,10262,Kolkata,Banglore,9/05/2019
SpiceJet,KL,3090,CPT,797,AMS,580,0,777,13843,Kolkata,Banglore,1/03/2019
IndiGo,KL,3090,CRW,4285,ATL,3682,0,CRJ,9315,Delhi,Cochin,1/06/2019
Jet Airways,KL,3090,CSG,4255,ATL,3682,0,CRJ,8266,Chennai,Kolkata,1/06/2019
IndiGo,KL,3090,CTU,3395,AMS,580,0,74M,14231,Delhi,Cochin,27/06/2019
Multiple carriers,KL,3090,CTU,3395,CGO,3375,0,32S,5048,Kolkata,Banglore,27/06/2019
IndiGo,KL,3090,CTU,3395,HGH,3386,0,320,10262,Kolkata,Banglore,9/06/2019
IndiGo,KL,3090,CTU,3395,KMG,3382,0,737,12537,Kolkata,Banglore,3/05/2019
Air India,KL,3090,CTU,3395,KWL,3372,0,737,10262,Delhi,Cochin,21/03/2019
IndiGo,KL,3090,CTU,3395,TNA,4108,0,32S,8040,Delhi,Cochin,27/05/2019
IndiGo,KL,3090,CTU,3395,XIY,3379,0,32S,9736,Delhi,Cochin,27/03/2019
Jet Airways,KL,3090,CUN,1852,ATL,3682,0,757 320 M88,4804,Kolkata,Banglore,18/05/2019
Multiple carriers,KL,3090,CUN,1852,MEX,1824,0,767,13817,Banglore,New Delhi,15/03/2019
GoAir,KL,3090,CUR,2897,AMS,580,0,747,5048,Banglore,New Delhi,12/03/2019
Jet Airways,KL,3090,CVG,3488,ATL,3682,0,M88 738 319,8040,Delhi,Cochin,9/05/2019
IndiGo,KL,3090,CWB,2545,GIG,2560,0,73G,7354,Banglore,New Delhi,01/03/2019
Jet Airways,KL,3090,CWB,2545,MGF,2586,0,738,7563,Banglore,New Delhi,18/03/2019
Jet Airways,KL,3090,CWL,488,AMS,580,0,F70,7725,Delhi,Cochin,12/06/2019
Jet Airways,KL,3090,CZM,1800,ATL,3682,0,319 M88,7740,Delhi,Cochin,15/06/2019
Jet Airways,KL,3090,DAB,3950,ATL,3682,0,M90 M88,13532,Delhi,Cochin,9/06/2019
Jet Airways,KL,3090,DAL,3502,ATL,3682,0,CRJ,6565,Mumbai,Hyderabad,9/05/2019
Jet Airways,KL,3090,DAR,1177,AMS,580,0,330,10844,Delhi,Cochin,24/06/2019
Air India,KL,3090,DAY,3627,ATL,3682,0,M88,3841,Chennai,Kolkata,6/03/2019
Jet Airways,KL,3090,DCA,3520,ATL,3682,0,M90 M88,11200,Banglore,Delhi,27/05/2019
Jet Airways,KL,3090,DEL,3093,AMS,580,0,330,12009,Delhi,Cochin,15/06/2019
IndiGo,KL,3090,DEN,3751,ATL,3682,0,757 M90,8372,Kolkata,Banglore,24/05/2019
Jet Airways,KL,3090,DFW,3670,AMS,580,0,330,13591,Kolkata,Banglore,1/04/2019
Air Asia,KL,3090,DFW,3670,ATL,3682,0,M88 319,12395,Delhi,Cochin,6/06/2019
Jet Airways,KL,3090,DHN,3739,ATL,3682,0,CRJ,7298,Mumbai,Hyderabad,3/06/2019
Jet Airways,KL,3090,DLA,897,CDG,1382,0,772,12214,Kolkata,Banglore,24/03/2019
Air India,KL,3090,DLA,897,SSG,891,0,772,14151,Kolkata,Banglore,18/06/2019
SpiceJet,KL,3090,DLC,3404,HGH,3386,0,32S,12970,Delhi,Cochin,12/06/2019
Vistara,KL,3090,DMM,2064,AMS,580,0,330,14781,Banglore,New Delhi,03/03/2019
SpiceJet,KL,3090,DMM,2064,KWI,2176,0,330,4878,Delhi,Cochin,27/05/2019
Jet Airways,KL,3090,DOH,11051,AMS,580,0,330,3597,Delhi,Cochin,1/06/2019
Air India,KL,3090,DOH,11051,MCT,2194,0,330,6810,Delhi,Cochin,6/03/2019
Air India,KL,3090,DPS,3940,SIN,3316,0,777,3687,Delhi,Cochin,15/05/2019
Jet Airways,KL,3090,DSM,3729,ATL,3682,0,M88 CR7 CR9,6482,Delhi,Cochin,21/05/2019
Jet Airways,KL,3090,DTW,3645,AMS,580,0,777 330 76W,19595,Kolkata,Banglore,24/03/2019
Multiple carriers,KL,3090,DTW,3645,ATL,3682,0,M88 73H 757 320 738 739,6147,Banglore,Delhi,18/04/2019
Multiple carriers,KL,3090,DTW,3645,FRA,340,0,767,10953,Delhi,Cochin,6/06/2019
Jet Airways,KL,3090,DTW,3645,LHR,507,0,76W 777,3873,Delhi,Cochin,27/03/2019
GoAir,KL,3090,DTW,3645,MSY,3861,0,319 CR7,14815,Delhi,Cochin,15/06/2019
Jet Airways,KL,3090,DUB,599,ATL,3682,0,76W,10678,Mumbai,Hyderabad,3/04/2019
Multiple carriers,KL,3090,DUB,599,JFK,3797,0,757,14053,Kolkata,Banglore,6/05/2019
Jet Airways,KL,3090,DUS,345,AMS,580,0,F70,10539,Kolkata,Banglore,6/05/2019
Jet Airways,KL,3090,DUS,345,ATL,3682,0,76W,16946,Banglore,New Delhi,12/03/2019
SpiceJet,KL,3090,DXB,2188,AMS,580,0,777,7673,Banglore,Delhi,21/05/2019
IndiGo,KL,3090,DXB,2188,NBO,4059,0,767,4441,Mumbai,Hyderabad,1/04/2019
Jet Airways,KL,3090,DZA,915,HAH,912,0,737 73W,4544,Delhi,Cochin,12/06/2019
GoAir,KL,3090,EBB,1187,AMS,580,0,330,4804,Delhi,Cochin,6/03/2019
Jet Airways,KL,3090,ECP,7669,ATL,3682,0,717 M88 CR9,5406,Delhi,Cochin,3/03/2019
Multiple carriers,KL,3090,EDI,535,AMS,580,0,737 EMJ,3100,Delhi,Cochin,1/06/2019
Multiple carriers,KL,3090,ELP,3559,ATL,3682,0,M88,11150,Kolkata,Banglore,12/06/2019
IndiGo,KL,3090,EVV,4018,ATL,3682,0,CRJ,4823,Kolkata,Banglore,1/03/2019
Multiple carriers,KL,3090,EWN,3730,ATL,3682,0,CRJ,1965,Kolkata,Banglore,12/05/2019
Air India,KL,3090,EWR,3494,AMS,580,0,76W,10262,Kolkata,Banglore,18/04/2019
IndiGo,KL,3090,EWR,3494,ATL,3682,0,717 319,6674,Delhi,Cochin,3/06/2019
Jet Airways,KL,3090,EYW,3875,ATL,3682,0,73W,15764,Kolkata,Banglore,1/04/2019
SpiceJet,KL,3090,EZE,3988,AMS,580,0,777,7064,Delhi,Cochin,15/05/2019
Multiple carriers,KL,3090,EZE,3988,CDG,1382,0,772,10262,Delhi,Cochin,15/06/2019
Air India,KL,3090,EZE,3988,FTE,4061,0,737,5069,Mumbai,Hyderabad,6/03/2019
Air India,KL,3090,EZE,3988,MVD,2816,0,772,11789,Chennai,Kolkata,1/03/2019
Air India,KL,3090,EZE,3988,SCL,2650,0,777,15164,Delhi,Cochin,3/03/2019
Vistara,KL,3090,FAY,5738,ATL,3682,0,CRJ,6094,Kolkata,Banglore,15/05/2019
SpiceJet,KL,3090,FBM,1038,NBO,4059,0,E90,4885,Delhi,Cochin,1/06/2019
IndiGo,KL,3090,FBM,1038,NLA,910,0,EMJ E90,3383,Kolkata,Banglore,1/05/2019
Jet Airways,KL,3090,FCO,1555,AMS,580,0,737,6673,Banglore,Delhi,6/06/2019
Air India,KL,3090,FCO,1555,ATL,3682,0,333,4544,Chennai,Kolkata,3/05/2019
Jet Airways,KL,3090,FIH,1020,BZV,883,0,737 738,8367,Kolkata,Banglore,6/06/2019
Vistara,KL,3090,FIH,1020,NBO,4059,0,738,3898,Chennai,Kolkata,1/05/2019
SpiceJet,KL,3090,FLL,3533,ATL,3682,0,757,10844,Delhi,Cochin,21/03/2019
Air Asia,KL,3090,FLR,1563,AMS,580,0,EMJ,12327,Mumbai,Hyderabad,6/03/2019
Vistara,KL,3090,FNA,1059,CDG,1382,0,332,6356,Delhi,Cochin,15/06/2019
Air India,KL,3090,FNT,4089,ATL,3682,0,M88,5228,Kolkata,Banglore,6/05/2019
Jet Airways,KL,3090,FRA,340,AMS,580,0,EMJ F70,10835,Kolkata,Banglore,24/04/2019
IndiGo,KL,3090,FRA,340,ATL,3682,0,764,3943,Banglore,New Delhi,06/03/2019
Jet Airways,KL,3090,FRA,340,DTW,3645,0,767,14714,Delhi,Cochin,6/06/2019
SpiceJet,KL,3090,FRA,340,JFK,3797,0,76W,11883,Delhi,Cochin,9/03/2019
Jet Airways,KL,3090,FSM,3437,ATL,3682,0,CRJ,8610,Kolkata,Banglore,12/06/2019
Multiple carriers,KL,3090,FTE,4061,USH,2497,0,737,6513,Banglore,New Delhi,18/03/2019
Jet Airways,KL,3090,FUK,2305,AMS,580,0,777,12898,Delhi,Cochin,3/03/2019
Jet Airways,KL,3090,FWA,4041,ATL,3682,0,CRJ,10861,Banglore,New Delhi,24/03/2019
Jet Airways,KL,3090,GDL,1804,ATL,3682,0,320,4049,Banglore,Delhi,15/04/2019
IndiGo,KL,3090,GIG,2560,AMS,580,0,777,13555,Kolkata,Banglore,24/04/2019
Air India,KL,3090,GIG,2560,CWB,2545,0,737,16079,Delhi,Cochin,1/04/2019
Jet Airways,KL,3090,GLA,534,AMS,580,0,737 EMJ,7673,Mumbai,Hyderabad,3/04/2019
IndiGo,KL,3090,GNV,3472,ATL,3682,0,CR9 CR7,10161,Delhi,Cochin,27/06/2019
Jet Airways,KL,3090,GOT,687,AMS,580,0,EMJ,10262,Banglore,Delhi,6/04/2019
Air India,KL,3090,GPT,4038,ATL,3682,0,M88 CRJ CR7,3873,Mumbai,Hyderabad,3/05/2019
Jet Airways,KL,3090,GRB,3653,ATL,3682,0,CR9 CR7,3311,Delhi,Cochin,24/06/2019
IndiGo,KL,3090,GRK,3775,ATL,3682,0,CR9 CR7,13611,Delhi,Cochin,6/06/2019
SpiceJet,KL,3090,GRR,3685,ATL,3682,0,320 717 M88 319,11858,Delhi,Cochin,6/03/2019
Jet Airways,KL,3090,GRU,2564,AMS,580,0,777,9316,Kolkata,Banglore,1/04/2019
IndiGo,KL,3090,GSO,4008,ATL,3682,0,CR7 M88,4823,Delhi,Cochin,6/06/2019
Jet Airways,KL,3090,GSP,4034,ATL,3682,0,CR7 319 717 M88 CRJ,13941,Kolkata,Banglore,1/05/2019
Jet Airways,KL,3090,GTR,4273,ATL,3682,0,CRJ,13029,Delhi,Cochin,6/06/2019
Jet Airways,KL,3090,GVA,1665,AMS,580,0,737 F70 EMJ,3873,Kolkata,Banglore,1/05/2019
IndiGo,KL,3090,GYE,2673,AMS,580,0,777,4591,Delhi,Cochin,6/06/2019
Multiple carriers,KL,3090,HAH,912,NBO,4059,0,73W,12395,Banglore,Delhi,21/04/2019
Air India,KL,3090,HAJ,352,AMS,580,0,EMJ F70,3603,Banglore,Delhi,21/06/2019
Air India,KL,3090,HAK,4120,HGH,3386,0,32S,4804,Delhi,Cochin,27/03/2019
SpiceJet,KL,3090,HAM,342,AMS,580,0,737 EMJ,4823,Banglore,Delhi,27/04/2019
Air Asia,KL,3090,HAV,1909,AMS,580,0,330,13244,Delhi,Cochin,21/03/2019
Multiple carriers,KL,3090,HEL,421,AMS,580,0,737,6785,Banglore,Delhi,3/06/2019
Jet Airways,KL,3090,HGH,3386,AMS,580,0,777,3100,Kolkata,Banglore,9/06/2019
Jet Airways,KL,3090,HGH,3386,CAN,3370,0,321 772,7198,Delhi,Cochin,27/03/2019
GoAir,KL,3090,HGH,3386,CGQ,4380,0,320,13014,Delhi,Cochin,21/03/2019
Jet Airways,KL,3090,HGH,3386,CTU,3395,0,320,20416,Banglore,Delhi,15/05/2019
Multiple carriers,KL,3090,HGH,3386,DLC,3404,0,321,10441,Banglore,New Delhi,18/03/2019
SpiceJet,KL,3090,HGH,3386,HAK,4120,0,320,11528,Banglore,Delhi,21/06/2019
Air India,KL,3090,HGH,3386,HRB,3400,0,320,14083,Delhi,Cochin,1/06/2019
Air India,KL,3090,HGH,3386,KWL,3372,0,738,3597,Kolkata,Banglore,6/05/2019
IndiGo,KL,3090,HGH,3386,LHW,3378,0,757,7662,Kolkata,Banglore,12/06/2019
Jet Airways,KL,3090,HGH,3386,SHE,4144,0,321,4823,Delhi,Cochin,15/05/2019
Air India,KL,3090,HGH,3386,SYX,4030,0,321,10703,Delhi,Cochin,21/05/2019
Vistara,KL,3090,HGH,3386,SZX,3374,0,321 320,8040,Delhi,Cochin,1/06/2019
Multiple carriers,KL,3090,HGH,3386,TAO,3390,0,738,4668,Mumbai,Hyderabad,21/06/2019
Jet Airways,KL,3090,HKG,3077,AMS,580,0,74M,6304,Banglore,New Delhi,18/03/2019
Air India,KL,3090,HKT,3179,BKK,3885,0,32S 320,14219,Delhi,Cochin,27/05/2019
IndiGo,KL,3090,HNL,3728,ATL,3682,0,333,3841,Delhi,Cochin,6/03/2019
Jet Airways,KL,3090,HNL,3728,LAX,3484,0,757,13587,Delhi,Cochin,21/03/2019
Jet Airways,KL,3090,HOU,3566,ATL,3682,0,M88,12093,Delhi,Cochin,12/06/2019
IndiGo,KL,3090,HPN,3589,ATL,3682,0,CR7,5899,Kolkata,Banglore,3/05/2019
Multiple carriers Premium economy,KL,3090,HRB,3400,CGO,3375,0,32S,3100,Banglore,Delhi,3/06/2019
Jet Airways,KL,3090,HRB,3400,HGH,3386,0,32S,5438,Delhi,Cochin,9/03/2019
SpiceJet,KL,3090,HRE,1005,LUN,907,0,330,5780,Delhi,Cochin,6/03/2019
SpiceJet,KL,3090,HRE,1005,NBO,4059,0,E90,11668,Delhi,Cochin,27/05/2019
IndiGo,KL,3090,HSV,4113,ATL,3682,0,717 CRJ,11934,Banglore,Delhi,1/04/2019
Air India,KL,3090,HUY,515,AMS,580,0,F70,16263,Kolkata,Banglore,12/05/2019
Multiple carriers,KL,3090,IAD,3714,AMS,580,0,330,14871,Delhi,Cochin,27/05/2019
IndiGo,KL,3090,IAD,3714,ATL,3682,0,M88 320,3573,Kolkata,Banglore,12/04/2019
Jet Airways,KL,3090,IAH,3550,AMS,580,0,74M,12497,Banglore,Delhi,12/04/2019
Jet Airways,KL,3090,IAH,3550,ATL,3682,0,M88 717 319,5411,Mumbai,Hyderabad,6/03/2019
SpiceJet,KL,3090,ICN,3930,AMS,580,0,74M 330,6600,Mumbai,Hyderabad,21/03/2019
IndiGo,KL,3090,ICT,3457,ATL,3682,0,CR7 CR9,11160,Kolkata,Banglore,1/05/2019
Vistara,KL,3090,ILM,3845,ATL,3682,0,CRJ,22950,Banglore,Delhi,21/05/2019
IndiGo,KL,3090,IND,3585,ATL,3682,0,M88 320,4649,Delhi,Cochin,21/03/2019
IndiGo,KL,3090,ISB,2223,AUH,2179,0,320 332,15129,Kolkata,Banglore,24/03/2019
IndiGo,KL,3090,IST,1701,AMS,580,0,737,8626,Mumbai,Hyderabad,24/06/2019
Jet Airways,KL,3090,JAN,3580,ATL,3682,0,717 CR9 CRJ,17234,Delhi,Cochin,12/06/2019
Air Asia,KL,3090,JAX,3712,ATL,3682,0,757,7832,Delhi,Cochin,27/06/2019
Air India,KL,3090,JFK,3797,AMS,580,0,330 777 74M 747,3100,Delhi,Cochin,6/03/2019
Multiple carriers,KL,3090,JFK,3797,ATL,3682,0,319 738 752 M88,9314,Delhi,Cochin,6/06/2019
Jet Airways,KL,3090,JFK,3797,BCN,1218,0,330,14714,Banglore,New Delhi,01/03/2019
Air India,KL,3090,JFK,3797,BRU,302,0,76W,13882,Kolkata,Banglore,6/05/2019
Air India,KL,3090,JFK,3797,DUB,599,0,757,16274,Chennai,Kolkata,15/05/2019
Air India,KL,3090,JFK,3797,FRA,340,0,76W,15135,Kolkata,Banglore,12/06/2019
Air India,KL,3090,JFK,3797,LHR,507,0,767 76W,6144,Banglore,Delhi,6/06/2019
IndiGo,KL,3090,JFK,3797,MAD,1229,0,767,9483,Delhi,Cochin,27/06/2019
Air India,KL,3090,JFK,3797,MSY,3861,0,CR9,14431,Mumbai,Hyderabad,12/06/2019
IndiGo,KL,3090,JIB,4119,ADD,1107,0,EMJ E90,6093,Banglore,Delhi,24/06/2019
Air India,KL,3090,JIB,4119,NBO,4059,0,E90,7888,Delhi,Cochin,12/05/2019
Jet Airways,KL,3090,JNB,813,AMS,580,0,777,7503,Mumbai,Hyderabad,6/03/2019
Vistara,KL,3090,JNU,3492,KTN,3808,0,737,6117,Kolkata,Banglore,1/05/2019
Air India,KL,3090,JRO,1180,DAR,1177,0,330,17024,Delhi,Cochin,27/05/2019
Air India,KL,3090,KBP,2939,AMS,580,0,737,12681,Kolkata,Banglore,18/05/2019
SpiceJet,KL,3090,KBP,2939,TBS,3973,0,73G,10678,Delhi,Cochin,27/04/2019
Multiple carriers,KL,3090,KCH,3263,KUL,3304,0,738,13759,Mumbai,Hyderabad,12/05/2019
Air India,KL,3090,KCH,3263,MYY,3266,0,738,2017,Banglore,Delhi,12/05/2019
SpiceJet,KL,3090,KGL,1165,BJM,1120,0,EMJ E70,4885,Banglore,Delhi,18/04/2019
Air India,KL,3090,KGL,1165,EBB,1187,0,330,10786,Kolkata,Banglore,9/06/2019
Air India,KL,3090,KGL,1165,NBO,4059,0,E70,12080,Banglore,New Delhi,01/03/2019
IndiGo,KL,3090,KHH,2264,SIN,3316,0,737,4804,Delhi,Cochin,27/06/2019
Air India,KL,3090,KIN,1779,PTY,1871,0,EMJ,6587,Delhi,Cochin,6/03/2019
IndiGo,KL,3090,KIX,3992,AMS,580,0,777,8728,Banglore,Delhi,24/05/2019
Jet Airways,KL,3090,KMG,3382,CTU,3395,0,737,7452,Delhi,Cochin,3/03/2019
IndiGo,KL,3090,KRS,638,AMS,580,0,EMJ F70,4823,Delhi,Cochin,21/06/2019
SpiceJet,KL,3090,KTN,3808,SEA,3577,0,734,8310,Delhi,Cochin,9/06/2019
Air India,KL,3090,KTN,3808,SIT,3856,0,737,5403,Kolkata,Banglore,6/06/2019
Air India,KL,3090,KUL,3304,AMS,580,0,777,13376,Mumbai,Hyderabad,6/03/2019
IndiGo,KL,3090,KUL,3304,CGK,3275,0,777,10877,Kolkata,Banglore,24/05/2019
IndiGo,KL,3090,KUL,3304,KCH,3263,0,737,14815,Delhi,Cochin,21/05/2019
Jet Airways,KL,3090,KWI,2176,AMS,580,0,330,6558,Delhi,Cochin,12/05/2019
SpiceJet,KL,3090,KWI,2176,DMM,2064,0,330,14067,Delhi,Cochin,6/03/2019
Jet Airways,KL,3090,KWL,3372,CTU,3395,0,738,9627,Banglore,New Delhi,21/03/2019
IndiGo,KL,3090,KWL,3372,HGH,3386,0,737,14714,Mumbai,Hyderabad,18/06/2019
Jet Airways,KL,3090,KWL,3372,NNG,3373,0,738,5000,Kolkata,Banglore,9/05/2019
Jet Airways,KL,3090,LAD,951,AMS,580,0,330,9845,Delhi,Cochin,1/06/2019
Air India,KL,3090,LAS,3877,ATL,3682,0,757,10844,Delhi,Cochin,15/06/2019
Jet Airways,KL,3090,LAX,3484,AMS,580,0,74M 747,7048,Delhi,Cochin,9/05/2019
Jet Airways,KL,3090,LAX,3484,ATL,3682,0,757,12692,Delhi,Cochin,6/03/2019
Jet Airways,KL,3090,LAX,3484,KOA,3514,0,757,13843,Banglore,New Delhi,24/03/2019
Jet Airways,KL,3090,LAX,3484,MSP,3858,0,757 753,7832,Delhi,Cochin,27/03/2019
Multiple carriers,KL,3090,LAX,3484,MSY,3861,0,319,4049,Delhi,Cochin,15/05/2019
IndiGo,KL,3090,LAX,3484,OGG,3456,0,757,12242,Delhi,Cochin,24/06/2019
Jet Airways,KL,3090,LBA,517,AMS,580,0,F70 EMJ,10262,Delhi,Cochin,21/05/2019
Air India,KL,3090,LCA,1197,AMS,580,0,32S,14571,Delhi,Cochin,15/05/2019
Multiple carriers,KL,3090,LCY,503,AMS,580,0,ARJ,4174,Kolkata,Banglore,6/05/2019
Multiple carriers,KL,3090,LCY,503,RTM,591,0,F50 ARJ,11264,Delhi,Cochin,3/03/2019
IndiGo,KL,3090,LED,2948,AMS,580,0,737,4174,Kolkata,Banglore,1/04/2019
Air India,KL,3090,LEX,4017,ATL,3682,0,CR9 CRJ,3540,Delhi,Cochin,24/06/2019
Jet Airways,KL,3090,LFT,3493,ATL,3682,0,CRJ,9345,Kolkata,Banglore,24/03/2019
Jet Airways,KL,3090,LGA,3697,ATL,3682,0,757 M88 73W,9653,Mumbai,Hyderabad,3/06/2019
Multiple carriers,KL,3090,LHE,2207,AUH,2179,0,346 77W 320,3342,Banglore,Delhi,15/06/2019
Jet Airways,KL,3090,LHR,507,AMS,580,0,737 F70 EMJ,8073,Delhi,Cochin,27/05/2019
SpiceJet,KL,3090,LHR,507,ATL,3682,0,764 77L 76W,7064,Mumbai,Hyderabad,12/03/2019
SpiceJet,KL,3090,LHR,507,BOS,3448,0,767,13376,Kolkata,Banglore,9/06/2019
Multiple carriers,KL,3090,LHR,507,DTW,3645,0,76W 777,15135,Delhi,Cochin,21/03/2019
Vistara,KL,3090,LHR,507,JFK,3797,0,76W 767,10413,Delhi,Cochin,27/03/2019
IndiGo,KL,3090,LHR,507,MSP,3858,0,767,9187,Delhi,Cochin,18/05/2019
Air India,KL,3090,LHR,507,SEA,3577,0,76W,13292,Banglore,Delhi,6/06/2019
Jet Airways,KL,3090,LHW,3378,URC,3399,0,752,6674,Delhi,Cochin,9/05/2019
Air Asia,KL,3090,LIM,2789,AMS,580,0,777,8330,Banglore,Delhi,1/04/2019
IndiGo,KL,3090,LIN,1529,AMS,580,0,737,11200,Delhi,Cochin,9/06/2019
Multiple carriers,KL,3090,LIS,1638,AMS,580,0,737,10262,Delhi,Cochin,3/06/2019
Vistara,KL,3090,LIT,3660,ATL,3682,0,M88,6216,Banglore,New Delhi,06/03/2019
Jet Airways,KL,3090,LLW,1016,LUN,907,0,EMJ E90,10844,Delhi,Cochin,21/03/2019
Multiple carriers,KL,3090,LLW,1016,NBO,4059,0,738 E90,11134,Delhi,Cochin,21/05/2019
Jet Airways,KL,3090,LOS,273,AMS,580,0,330,5277,Delhi,Cochin,21/05/2019
IndiGo,KL,3090,LPI,742,AMS,580,0,EMJ F70,14300,Delhi,Cochin,3/06/2019
Multiple carriers,KL,3090,LUN,907,AMS,580,0,330,17471,Delhi,Cochin,9/05/2019
Multiple carriers,KL,3090,LUN,907,HRE,1005,0,EMJ E90,10844,Delhi,Cochin,21/03/2019
Jet Airways,KL,3090,LUN,907,LLW,1016,0,737 EMJ 738 E90 763,5469,Kolkata,Banglore,18/05/2019
IndiGo,KL,3090,LUN,907,NBO,4059,0,E90 763,10262,Delhi,Cochin,27/03/2019
Multiple carriers Premium economy,KL,3090,LUX,629,AMS,580,0,F70 EMJ,7185,Kolkata,Banglore,12/06/2019
Jet Airways,KL,3090,LVI,906,HRE,1005,0,EMJ E90,3807,Delhi,Cochin,9/03/2019
IndiGo,KL,3090,LYS,1335,AMS,580,0,EMJ F70,14714,Banglore,New Delhi,21/03/2019
Jet Airways,KL,3090,MAD,1229,AMS,580,0,737,8610,Mumbai,Hyderabad,1/06/2019
Jet Airways,KL,3090,MAD,1229,ATL,3682,0,764,17234,Delhi,Cochin,27/03/2019
Jet Airways,KL,3090,MAD,1229,JFK,3797,0,767,15629,Delhi,Cochin,24/06/2019
IndiGo,KL,3090,MAN,478,AMS,580,0,737 EMJ F70,6128,Kolkata,Banglore,9/06/2019
Jet Airways,KL,3090,MAN,478,ATL,3682,0,76W,16289,Kolkata,Banglore,24/05/2019
Jet Airways,KL,3090,MAO,2551,GRU,2564,0,737,15129,Delhi,Cochin,27/05/2019
Jet Airways,KL,3090,MCI,3458,ATL,3682,0,M88 M90 757,7832,Kolkata,Banglore,18/04/2019
SpiceJet,KL,3090,MCO,3878,ATL,3682,0,757 739,22270,Chennai,Kolkata,12/06/2019
Multiple carriers,KL,3090,MCT,2194,DOH,11051,0,330,11467,Kolkata,Banglore,18/05/2019
IndiGo,KL,3090,MDT,3542,ATL,3682,0,CRJ,4392,Delhi,Cochin,6/06/2019
IndiGo,KL,3090,MDW,3747,ATL,3682,0,717 320 319,4491,Mumbai,Hyderabad,18/03/2019
Vistara,KL,3090,MEM,3473,ATL,3682,0,M88 320,9663,Delhi,Cochin,18/05/2019
Air India,KL,3090,MEX,1824,AMS,580,0,74M,5883,Kolkata,Banglore,1/04/2019
IndiGo,KL,3090,MEX,1824,ATL,3682,0,73W 738 73H,14777,Delhi,Cochin,27/06/2019
Multiple carriers,KL,3090,MEX,1824,MTY,1825,0,737,5162,Delhi,Cochin,6/03/2019
Jet Airways,KL,3090,MGF,2586,CWB,2545,0,737,4804,Kolkata,Banglore,24/05/2019
Jet Airways,KL,3090,MGM,4115,ATL,3682,0,CRJ,8529,Kolkata,Banglore,1/05/2019
Multiple carriers,KL,3090,MHT,4011,ATL,3682,0,320,10844,Delhi,Cochin,1/06/2019
Air India,KL,3090,MIA,3576,ATL,3682,0,757 M88 M90,3873,Delhi,Cochin,9/03/2019
Vistara,KL,3090,MKE,3717,ATL,3682,0,M88 M90,4804,Delhi,Cochin,9/05/2019
Jet Airways,KL,3090,MLB,3671,ATL,3682,0,M88,5678,Delhi,Cochin,1/06/2019
IndiGo,KL,3090,MLI,4072,ATL,3682,0,CR7 CR9,12681,Delhi,Cochin,3/06/2019
IndiGo,KL,3090,MLU,3732,ATL,3682,0,CRJ,9623,Delhi,Cochin,15/04/2019
